beta_0_init,f_1_init,f_2_init,xi_fit,k_fit,lambda_fit,dif,beta_0_fit,f_1_fit,f_2_fit,rmse
5,0.3,0.4,0,0,0,0.2857142857142857,4.00467402514026,0.5328769334912102,0.7020908490795481,105.86737230122628
10,0.3,0.4,0,0,0,0.2857142857142857,9.122880394870666,0.9999970761521992,0.0014740311875771628,267.829522909711
15,0.3,0.4,0,0,0,0.2857142857142857,39.99999273980349,0.9999988248258515,3.2228218616037196e-7,258.33638440957037
20,0.3,0.4,0,0,0,0.2857142857142857,39.99999045670238,0.9999985263766795,3.4795794118247514e-7,258.3363845588424
25,0.3,0.4,0,0,0,0.2857142857142857,39.99999644333091,0.9999996212195302,1.2638461699410186e-7,258.336379475497
5,0.5,0.4,0,0,0,0.2857142857142857,4.004848979683362,0.5328949482447507,0.499333240168118,105.91799499586571
10,0.5,0.4,0,0,0,0.2857142857142857,9.122762724408794,0.9999932732391609,7.317792158703651e-4,267.8295114933449
15,0.5,0.4,0,0,0,0.2857142857142857,39.99999554698495,0.999998934572679,2.8773727278608163e-7,258.3363763161097
20,0.5,0.4,0,0,0,0.2857142857142857,39.9999928803193,0.9999981940215266,2.62384986016162e-7,258.3363773108478
25,0.5,0.4,0,0,0,0.2857142857142857,39.999993806860424,0.9999984291222705,2.28237346577842e-7,258.3363770156547
5,0.7,0.4,0,0,0,0.2857142857142857,4.004913039396181,0.5328303401953631,0.6743630908317569,105.87012859323848
10,0.7,0.4,0,0,0,0.2857142857142857,9.123816469389075,0.9999811060148116,1.4372687074937218e-5,267.8295602144973
15,0.7,0.4,0,0,0,0.2857142857142857,39.9999944155107,0.9999985117217651,2.4840099877021515e-7,258.33637645682114
20,0.7,0.4,0,0,0,0.2857142857142857,39.99999182765812,0.999997927095473,3.0118000943213374e-7,258.33637674997647
25,0.7,0.4,0,0,0,0.2857142857142857,39.999991827660295,0.999997927095473,3.0118000943213374e-7,258.33637675013875
5,0.9,0.4,0,0,0,0.2857142857142857,1.7383244058741054,0.9999932111669558,3.267040173116076e-6,48.05116726240595
10,0.9,0.4,0,0,0,0.2857142857142857,9.122931003705812,0.999944907838682,7.926389828310509e-4,267.82973995895696
15,0.9,0.4,0,0,0,0.2857142857142857,39.99999379908531,0.9999983473475662,2.758189901475028e-7,258.336376427037
20,0.9,0.4,0,0,0,0.2857142857142857,39.99999379908657,0.9999983473475662,2.758189901475028e-7,258.33637642797765
25,0.9,0.4,0,0,0,0.2857142857142857,39.99999379908781,0.9999983473475662,2.758189901475028e-7,258.3363764204534
5,0.3,0.6,0,0,0,0.2857142857142857,4.00453193539575,0.5330126741482061,0.7011063697916138,105.86724695419856
10,0.3,0.6,0,0,0,0.2857142857142857,9.123211916705394,0.9999476033012081,4.433736089276552e-5,267.8296868031305
15,0.3,0.6,0,0,0,0.2857142857142857,39.999990456699415,0.9999985263766795,3.4795818837363157e-7,258.33638455666426
20,0.3,0.6,0,0,0,0.2857142857142857,39.99999513909752,0.9999988369294918,3.1409060841092185e-7,258.3363755975132
25,0.3,0.6,0,0,0,0.2857142857142857,39.99999029900492,0.999998775317092,5.349762178807893e-7,258.3363819187215
5,0.5,0.6,0,0,0,0.2857142857142857,4.0052505545288275,0.5328334738283002,0.6789667756954594,105.86927352434732
10,0.5,0.6,0,0,0,0.2857142857142857,9.12332264167704,0.9998939037226566,7.806365067192234e-5,267.8298571591039
15,0.5,0.6,0,0,0,0.2857142857142857,39.999995389847754,0.999998771204665,2.0506167813794107e-7,258.3363748815679
20,0.5,0.6,0,0,0,0.2857142857142857,39.99999488975356,0.999998777254415,3.302079410461012e-7,258.3363725499288
25,0.5,0.6,0,0,0,0.2857142857142857,39.99999554698624,0.999998934572679,2.8773744181753713e-7,258.3363763267063
5,0.7,0.6,0,0,0,0.2857142857142857,4.005795158793317,0.5324052057493432,0.7018084096230206,105.86737540121621
10,0.7,0.6,0,0,0,0.2857142857142857,9.122859956301408,0.9998940604577832,3.806084546370547e-5,267.82984962514735
15,0.7,0.6,0,0,0,0.2857142857142857,39.9999944155107,0.9999985117217651,2.484011247250173e-7,258.33637645682114
20,0.7,0.6,0,0,0,0.2857142857142857,39.99999452577097,0.9999989185671585,2.445909389470202e-7,258.33637782497306
25,0.7,0.6,0,0,0,0.2857142857142857,39.999991827660295,0.999997927095473,3.0118019461733425e-7,258.3363767501388
5,0.9,0.6,0,0,0,0.2857142857142857,1.7384046999569103,0.9999930887546169,1.5844387460939302e-5,48.051169529810345
10,0.9,0.6,0,0,0,0.2857142857142857,9.12272817947027,0.9999434932777431,3.843778561551936e-5,267.82969311258597
15,0.9,0.6,0,0,0,0.2857142857142857,39.99999518899373,0.9999987797698122,1.7729982576542014e-7,258.3363718716621
20,0.9,0.6,0,0,0,0.2857142857142857,39.99999518899448,0.9999987797698122,1.7729982576542014e-7,258.33637158406
25,0.9,0.6,0,0,0,0.2857142857142857,39.99999518899523,0.9999987797698122,1.7729982576542014e-7,258.3363715061249
5,0.3,0.8,0,0,0,0.2857142857142857,4.00533991535915,0.5325680493391548,0.7003740869467308,105.86728874179266
10,0.3,0.8,0,0,0,0.2857142857142857,9.123138408593917,0.9999415669679614,1.0410138340988251e-4,267.8297128513782
15,0.3,0.8,0,0,0,0.2857142857142857,39.99998781296155,0.9999984614475784,6.720819073491313e-7,258.3363890162844
20,0.3,0.8,0,0,0,0.2857142857142857,39.99998781296638,0.9999984614475784,6.720819073491313e-7,258.3363890135554
25,0.3,0.8,0,0,0,0.2857142857142857,39.99999062018834,0.9999989581138446,5.515644871390002e-7,258.33638126794426
5,0.5,0.8,0,0,0,0.2857142857142857,4.0045345747869,0.5330174725224518,0.7004180028626965,105.8672794414393
10,0.5,0.8,0,0,0,0.2857142857142857,9.123092025484876,0.99994742293978,7.793716822929175e-5,267.82968708876007
15,0.5,0.8,0,0,0,0.2857142857142857,39.99999352569861,0.9999984509547839,4.183492764431307e-7,258.336377050007
20,0.5,0.8,0,0,0,0.2857142857142857,39.99999352569997,0.9999984509547839,4.183492764431307e-7,258.33637704393993
25,0.5,0.8,0,0,0,0.2857142857142857,39.99998781297121,0.9999984614529814,6.720819073491313e-7,258.3363891111533
5,0.7,0.8,0,0,0,0.2857142857142857,4.0034907872072445,0.5331897730434809,0.7038797100298881,105.86755390503002
10,0.7,0.8,0,0,0,0.2857142857142857,9.119596808084152,0.9993395166166802,6.863899198631951e-4,267.83249629850104
15,0.7,0.8,0,0,0,0.2857142857142857,39.99999352569861,0.9999984509602609,4.183492764431307e-7,258.3363771546058
20,0.7,0.8,0,0,0,0.2857142857142857,39.99999352569997,0.9999984509602609,4.183492764431307e-7,258.3363771474142
25,0.7,0.8,0,0,0,0.2857142857142857,39.99999352570134,0.9999984509602609,4.183492764431307e-7,258.33637714789944
5,0.9,0.8,0,0,0,0.2857142857142857,1.7383845843733159,0.9999687684993419,4.531826880094236e-6,48.05128427238831
10,0.9,0.8,0,0,0,0.2857142857142857,9.1231701439611,0.9999437460519116,2.78598175115774e-5,267.8296914334052
15,0.9,0.8,0,0,0,0.2857142857142857,39.99999518899373,0.9999987797698122,1.772999296267841e-7,258.3363718716621
20,0.9,0.8,0,0,0,0.2857142857142857,39.99999518899448,0.9999987797698122,1.772999296267841e-7,258.33637158406
25,0.9,0.8,0,0,0,0.2857142857142857,39.99999518899523,0.9999987797698122,1.772999296267841e-7,258.336371506125
5,0.3,1,0,0,0,0.2857142857142857,6.661338147750939e-15,0.9999999999999998,1,52.5317391467584
10,0.3,1,0,0,0,0.2857142857142857,39.99999999999999,0.9999999999999996,1,263.89738671123786
15,0.3,1,0,0,0,0.2857142857142857,39.99999999999999,0.9999999999999996,1,263.89738671123786
20,0.3,1,0,0,0,0.2857142857142857,39.99999999999999,0.9999999999999996,1,263.89738671123786
25,0.3,1,0,0,0,0.2857142857142857,39.99999999999999,0.9999999999999996,1,263.89738671123786
5,0.5,1,0,0,0,0.2857142857142857,6.661338147750939e-15,0.9999999999999998,1,52.5317391467584
10,0.5,1,0,0,0,0.2857142857142857,39.99999999999999,0.9999999999999996,1,263.89738671123786
15,0.5,1,0,0,0,0.2857142857142857,39.99999999999999,0.9999999999999996,1,263.89738671123786
20,0.5,1,0,0,0,0.2857142857142857,39.99999999999999,0.9999999999999996,1,263.89738671123786
25,0.5,1,0,0,0,0.2857142857142857,39.99999999999999,0.9999999999999996,1,263.89738671123786
5,0.7,1,0,0,0,0.2857142857142857,6.661338147750939e-15,0.9999999999999998,1,52.5317391467584
10,0.7,1,0,0,0,0.2857142857142857,39.99999999999999,0.9999999999999996,1,263.89738671123786
15,0.7,1,0,0,0,0.2857142857142857,39.99999999999999,0.9999999999999996,1,263.89738671123786
20,0.7,1,0,0,0,0.2857142857142857,39.99999999999999,0.9999999999999996,1,263.89738671123786
25,0.7,1,0,0,0,0.2857142857142857,39.99999999999999,0.9999999999999996,1,263.89738671123786
5,0.9,1,0,0,0,0.2857142857142857,6.661338147750939e-15,0.9999999999999998,1,52.5317391467584
10,0.9,1,0,0,0,0.2857142857142857,39.99999999999999,0.9999999999999996,1,263.89738671123786
15,0.9,1,0,0,0,0.2857142857142857,39.99999999999999,0.9999999999999996,1,263.89738671123786
20,0.9,1,0,0,0,0.2857142857142857,39.99999999999999,0.9999999999999996,1,263.89738671123786
25,0.9,1,0,0,0,0.2857142857142857,39.99999999999999,0.9999999999999996,1,263.89738671123786
5,0.3,0.4,0,0,0,0.7142857142857143,3.690333343979073,0.5182698561820316,0.7375590958039706,100.58943910893099
10,0.3,0.4,0,0,0,0.7142857142857143,9.123120587411343,0.999931608628042,2.035611304231355e-4,267.8297913860264
15,0.3,0.4,0,0,0,0.7142857142857143,39.99999370210745,0.9999989805341678,2.7956614612190123e-7,258.3363874661183
20,0.3,0.4,0,0,0,0.7142857142857143,39.9999937248124,0.9999990310021674,2.288000266470469e-7,258.33638712053227
25,0.3,0.4,0,0,0,0.7142857142857143,39.99999372481368,0.9999990310021674,2.288000266470469e-7,258.33638712211666
5,0.5,0.4,0,0,0,0.7142857142857143,3.691755907827736,0.517554951387928,0.5297886876072192,100.64320538466608
10,0.5,0.4,0,0,0,0.7142857142857143,9.123462690130141,0.9999610330260653,1.0835402149345086e-4,267.8296225076779
15,0.5,0.4,0,0,0,0.7142857142857143,39.99999798178961,0.9999995171236423,1.304089004006137e-7,258.3363766952744
20,0.5,0.4,0,0,0,0.7142857142857143,39.99999605620041,0.9999989994962581,1.453425070851999e-7,258.3363826383202
25,0.5,0.4,0,0,0,0.7142857142857143,39.99999573864599,0.9999989190998393,1.5704534944704918e-7,258.33638346914904
5,0.7,0.4,0,0,0,0.7142857142857143,3.6904938373439777,0.5180284530416734,0.7227607587471734,100.59071162597056
10,0.7,0.4,0,0,0,0.7142857142857143,9.122689973298534,0.9998147306971448,3.6633792934276377e-4,267.83037585635
15,0.7,0.4,0,0,0,0.7142857142857143,39.99999613587396,0.9999989699046539,1.7188450462946037e-7,258.3363820269614
20,0.7,0.4,0,0,0,0.7142857142857143,39.99999609455622,0.9999990093049052,1.4393041841698206e-7,258.33638251557966
25,0.7,0.4,0,0,0,0.7142857142857143,39.999996094556714,0.9999990093049052,1.4393041841698206e-7,258.3363825164946
5,0.9,0.4,0,0,0,0.7142857142857143,1.7384502927984746,0.9999905101154429,1.9423193274858974e-6,48.05117963390499
10,0.9,0.4,0,0,0,0.7142857142857143,9.121845983497145,0.9999465982844539,5.068871093001359e-4,267.8297677696607
15,0.9,0.4,0,0,0,0.7142857142857143,39.999996178297465,0.9999989814812037,1.6998650431698792e-7,258.3363823915701
20,0.9,0.4,0,0,0,0.7142857142857143,39.99999617829794,0.9999989814812037,1.6998650431698792e-7,258.3363823960547
25,0.9,0.4,0,0,0,0.7142857142857143,39.99999617829842,0.9999989814812037,1.6998650431698792e-7,258.33638239310676
5,0.3,0.6,0,0,0,0.7142857142857143,3.690345556862975,0.5181499764982239,0.7443677195195296,100.58921491497925
10,0.3,0.6,0,0,0,0.7142857142857143,9.123679520116198,0.9999616807276109,3.557213744709298e-5,267.82962454693495
15,0.3,0.6,0,0,0,0.7142857142857143,39.99999370210745,0.9999989805341678,2.795663056054387e-7,258.3363874661104
20,0.3,0.6,0,0,0,0.7142857142857143,39.99999581849396,0.9999989996568014,2.7019443055165127e-7,258.3363831256894
25,0.3,0.6,0,0,0,0.7142857142857143,39.999995818494526,0.9999989996568014,2.7019443055165127e-7,258.33638312489967
5,0.5,0.6,0,0,0,0.7142857142857143,3.691689255824002,0.5171902719536187,0.7028553750405272,100.59415146035667
10,0.5,0.6,0,0,0,0.7142857142857143,9.122955831065212,0.9999606180010994,3.488342610236117e-5,267.8296216197403
15,0.5,0.6,0,0,0,0.7142857142857143,39.999990964024434,0.9999975920826849,4.0192034905794927e-7,258.3363873451937
20,0.5,0.6,0,0,0,0.7142857142857143,39.999996016130815,0.9999990467172516,2.574276941613718e-7,258.3363827012186
25,0.5,0.6,0,0,0,0.7142857142857143,39.999997981789875,0.9999995171236423,1.3040893509508322e-7,258.3363766964532
5,0.7,0.6,0,0,0,0.7142857142857143,3.6909285124323676,0.5179792273384207,0.7380598249558852,100.58921156353846
10,0.7,0.6,0,0,0,0.7142857142857143,9.123122592912214,0.9999480794802478,2.2779610161061115e-5,267.8296777929697
15,0.7,0.6,0,0,0,0.7142857142857143,39.99999613587396,0.9999989699046539,1.718845649145706e-7,258.33638224695954
20,0.7,0.6,0,0,0,0.7142857142857143,39.99999505009121,0.9999990221409509,2.2116466058541562e-7,258.3363844794045
25,0.7,0.6,0,0,0,0.7142857142857143,39.999996094556714,0.9999990093049052,1.4393046066096815e-7,258.33638251649467
5,0.9,0.6,0,0,0,0.7142857142857143,1.7383236602686614,0.9999944058895168,3.5019499896038475e-6,48.05115718373306
10,0.9,0.6,0,0,0,0.7142857142857143,9.122708703764662,0.9999595627789095,2.6957884071532323e-5,267.8296348417187
15,0.9,0.6,0,0,0,0.7142857142857143,39.999995272667185,0.9999988013902127,1.7421492393143723e-7,258.33638424978733
20,0.9,0.6,0,0,0,0.7142857142857143,39.999995947136505,0.9999989725518363,1.4935908737578885e-7,258.33638292811634
25,0.9,0.6,0,0,0,0.7142857142857143,39.99999594713704,0.9999989725518363,1.4935908737578885e-7,258.3363829263472
5,0.3,0.8,0,0,0,0.7142857142857143,3.6905535309960102,0.5177213287178861,0.7440407303724411,100.58921368663194
10,0.3,0.8,0,0,0,0.7142857142857143,9.123095937632499,0.9999616532673818,2.9997926892733062e-5,267.8296084456868
15,0.3,0.8,0,0,0,0.7142857142857143,39.999996878963124,0.9999996059309135,1.7211464503619212e-7,258.33637880534167
20,0.3,0.8,0,0,0,0.7142857142857143,39.999996878963444,0.9999996059309135,1.7211464503619212e-7,258.3363788067514
25,0.3,0.8,0,0,0,0.7142857142857143,39.99999146029036,0.9999990513950482,5.021868185184353e-7,258.33639184073286
5,0.5,0.8,0,0,0,0.7142857142857143,3.691864467269974,0.5176150953362985,0.7396511897119209,100.58949695780049
10,0.5,0.8,0,0,0,0.7142857142857143,9.12271707199043,0.9999438845741107,1.4570496544641376e-4,267.8296858601433
15,0.5,0.8,0,0,0,0.7142857142857143,39.99999595657245,0.9999990325150869,2.6127375235551753e-7,258.3363826696371
20,0.5,0.8,0,0,0,0.7142857142857143,39.99999595657299,0.9999990325150869,2.6127375235551753e-7,258.3363827071473
25,0.5,0.8,0,0,0,0.7142857142857143,39.99999687896376,0.999999605931268,1.7211464503619212e-7,258.336378805922
5,0.7,0.8,0,0,0,0.7142857142857143,3.689414880854349,0.5165137426408422,0.8715982213223039,100.79961639715351
10,0.7,0.8,0,0,0,0.7142857142857143,9.124375462818175,0.9999318345155999,7.046020342438286e-5,267.8298157709511
15,0.7,0.8,0,0,0,0.7142857142857143,39.99999595657245,0.9999990325172234,2.6127375235551753e-7,258.33638275256925
20,0.7,0.8,0,0,0,0.7142857142857143,39.99999595657299,0.9999990325172234,2.6127375235551753e-7,258.3363826671684
25,0.7,0.8,0,0,0,0.7142857142857143,39.999995956573514,0.9999990325172234,2.6127375235551753e-7,258.3363827098715
5,0.9,0.8,0,0,0,0.7142857142857143,1.738388281430312,0.9999946859526996,1.5008178082753787e-5,48.051160358835894
10,0.9,0.8,0,0,0,0.7142857142857143,9.122182468511157,0.9999612102867829,1.9452089892568747e-5,267.8296304673159
15,0.9,0.8,0,0,0,0.7142857142857143,39.999995272667185,0.9999988013902127,1.7421502418457635e-7,258.336384249789
20,0.9,0.8,0,0,0,0.7142857142857143,39.999995947136505,0.9999989725518363,1.4935916109459768e-7,258.33638292811634
25,0.9,0.8,0,0,0,0.7142857142857143,39.99999594713704,0.9999989725518363,1.4935916109459768e-7,258.3363829263472
5,0.3,1,0,0,0,0.7142857142857143,6.661338147750939e-15,0.9999999999999998,1,52.5317391467584
10,0.3,1,0,0,0,0.7142857142857143,39.99999999999999,0.9999999999999998,1,263.89738671136956
15,0.3,1,0,0,0,0.7142857142857143,39.99999999999999,0.9999999999999998,1,263.89738671136956
20,0.3,1,0,0,0,0.7142857142857143,39.99999999999999,0.9999999999999998,1,263.89738671136956
25,0.3,1,0,0,0,0.7142857142857143,39.99999999999999,0.9999999999999998,1,263.89738671136956
5,0.5,1,0,0,0,0.7142857142857143,6.661338147750939e-15,0.9999999999999998,1,52.5317391467584
10,0.5,1,0,0,0,0.7142857142857143,39.99999999999999,0.9999999999999998,1,263.89738671136956
15,0.5,1,0,0,0,0.7142857142857143,39.99999999999999,0.9999999999999998,1,263.89738671136956
20,0.5,1,0,0,0,0.7142857142857143,39.99999999999999,0.9999999999999998,1,263.89738671136956
25,0.5,1,0,0,0,0.7142857142857143,39.99999999999999,0.9999999999999998,1,263.89738671136956
5,0.7,1,0,0,0,0.7142857142857143,6.661338147750939e-15,0.9999999999999998,1,52.5317391467584
10,0.7,1,0,0,0,0.7142857142857143,39.99999999999999,0.9999999999999998,1,263.89738671136956
15,0.7,1,0,0,0,0.7142857142857143,39.99999999999999,0.9999999999999998,1,263.89738671136956
20,0.7,1,0,0,0,0.7142857142857143,39.99999999999999,0.9999999999999998,1,263.89738671136956
25,0.7,1,0,0,0,0.7142857142857143,39.99999999999999,0.9999999999999998,1,263.89738671136956
5,0.9,1,0,0,0,0.7142857142857143,6.661338147750939e-15,0.9999999999999998,1,52.5317391467584
10,0.9,1,0,0,0,0.7142857142857143,39.99999999999999,0.9999999999999998,1,263.89738671136956
15,0.9,1,0,0,0,0.7142857142857143,39.99999999999999,0.9999999999999998,1,263.89738671136956
20,0.9,1,0,0,0,0.7142857142857143,39.99999999999999,0.9999999999999998,1,263.89738671136956
25,0.9,1,0,0,0,0.7142857142857143,39.99999999999999,0.9999999999999998,1,263.89738671136956
5,0.3,0.4,0,0,0,1,3.6095407200861818,0.5182214692052368,0.7320214862874638,96.6228436029097
10,0.3,0.4,0,0,0,1,9.123158582980826,0.9999833100530098,5.003152223809204e-5,267.8295139057495
15,0.3,0.4,0,0,0,1,39.999997765474816,0.9999994652309205,1.4439249884645733e-7,258.3363772956357
20,0.3,0.4,0,0,0,1,39.999995334175935,0.9999995030573807,1.657985438940912e-7,258.3363820417854
25,0.3,0.4,0,0,0,1,39.999995334176646,0.9999995030573807,1.657985438940912e-7,258.33638204136787
5,0.5,0.4,0,0,0,1,3.608402536950963,0.5189173234269161,0.5443016803009387,96.66275969874043
10,0.5,0.4,0,0,0,1,9.122854823554684,0.9999807724746963,7.725363920907391e-6,267.829556102202
15,0.5,0.4,0,0,0,1,39.99999761856558,0.9999994303329574,1.5388718732634032e-7,258.33637746395164
20,0.5,0.4,0,0,0,1,39.99999797815367,0.9999994871359403,7.451199568464517e-8,258.3363767415442
25,0.5,0.4,0,0,0,1,39.999970079770705,0.9999924106510574,1.1026544798342641e-6,258.33643429472755
5,0.7,0.4,0,0,0,1,3.6081261714147495,0.5184595309350237,0.7742341888088845,96.62859899851081
10,0.7,0.4,0,0,0,1,9.12250206058543,0.9999820416128651,2.8094972618408764e-5,267.829533625369
15,0.7,0.4,0,0,0,1,39.99999788984741,0.9999994372057872,9.386336219385782e-8,258.336377101504
20,0.7,0.4,0,0,0,1,39.999986811256015,0.9999966550050955,4.86060444448988e-7,258.33640128001304
25,0.7,0.4,0,0,0,1,39.99998681126167,0.9999966550050955,4.86060444448988e-7,258.3364011058005
5,0.9,0.4,0,0,0,1,1.7383587571859827,0.9999947763271984,6.009940231477273e-6,48.05115336541931
10,0.9,0.4,0,0,0,1,9.123541765843067,0.999964417518894,5.813758209533004e-5,267.829643430174
15,0.9,0.4,0,0,0,1,39.99999411876162,0.9999984326655076,2.6159760818655897e-7,258.33639176274556
20,0.9,0.4,0,0,0,1,39.99998827401499,0.9999968747162096,5.21571025313694e-7,258.3363942687605
25,0.9,0.4,0,0,0,1,39.999988274019465,0.9999968747162096,5.21571025313694e-7,258.3363942812463
5,0.3,0.6,0,0,0,1,3.609278114795147,0.5184156243425824,0.7426096905063713,96.62297517340566
10,0.3,0.6,0,0,0,1,9.123295050995361,0.9999844236781557,1.9509948658291698e-5,267.8295370284539
15,0.3,0.6,0,0,0,1,39.99999681387986,0.9999994843827189,1.4142843274278505e-7,258.3363791834574
20,0.3,0.6,0,0,0,1,39.99999623958717,0.9999994193129207,1.3710914709141875e-7,258.3363800912552
25,0.3,0.6,0,0,0,1,39.999995933912736,0.999999486647377,2.2423671097726583e-7,258.33638083010186
5,0.5,0.6,0,0,0,1,3.609460008499654,0.5185507896291663,0.7153565908420901,96.62488263131529
10,0.5,0.6,0,0,0,1,9.122252570411147,0.9999808700563511,1.6739121944109314e-5,267.82956124971895
15,0.5,0.6,0,0,0,1,39.99998742664709,0.9999966481695495,5.592666297293825e-7,258.33640073210097
20,0.5,0.6,0,0,0,1,39.9999860618715,0.9999966645198811,9.006647548326363e-7,258.33640126257933
25,0.5,0.6,0,0,0,1,39.99999761856594,0.9999994303329574,1.5388723567655305e-7,258.33637746355424
5,0.7,0.6,0,0,0,1,3.605367004010205,0.5193916344759398,0.8393617297975626,96.70116336398806
10,0.7,0.6,0,0,0,1,9.122752596205114,0.9999856885191889,5.531534023550666e-6,267.8295238738732
15,0.7,0.6,0,0,0,1,39.99999788984741,0.9999994372057872,9.386338017947082e-8,258.336377101504
20,0.7,0.6,0,0,0,1,39.999997487668594,0.9999995035494187,1.1225602786213429e-7,258.33637766962306
25,0.7,0.6,0,0,0,1,39.99998681126167,0.9999966550050955,4.86060926785381e-7,258.33640110580063
5,0.9,0.6,0,0,0,1,1.7381767762220912,0.9999802414137988,1.750741690792479e-5,48.05122107300004
10,0.9,0.6,0,0,0,1,9.1231143560433,0.9999814746286477,1.2344273612630019e-5,267.8295348122236
15,0.9,0.6,0,0,0,1,39.99999784906357,0.9999994538485208,7.927948036945409e-8,258.3363769243581
20,0.9,0.6,0,0,0,1,39.99999793557858,0.9999994771247634,7.60771489694001e-8,258.3363769345417
25,0.9,0.6,0,0,0,1,39.99999793557872,0.9999994771247634,7.60771489694001e-8,258.3363769348084
5,0.3,0.8,0,0,0,1,3.608651163622738,0.5184569554535357,0.7327101098400144,96.623184497833
10,0.3,0.8,0,0,0,1,9.123012063052292,0.999984412206773,2.731968236424631e-5,267.8295260596768
15,0.3,0.8,0,0,0,1,39.99999602075145,0.9999994977127742,2.1943714884065102e-7,258.3363804760071
20,0.3,0.8,0,0,0,1,39.999996020751965,0.9999994977127742,2.1943714884065102e-7,258.3363806559842
25,0.3,0.8,0,0,0,1,39.999996020752484,0.9999994977127742,2.1943714884065102e-7,258.3363804763626
5,0.5,0.8,0,0,0,1,3.609308325693563,0.5175974711709274,0.7429547474661659,96.6243302597823
10,0.5,0.8,0,0,0,1,9.123313654386006,0.9999570818642551,6.558913621684814e-5,267.8296678761608
15,0.5,0.8,0,0,0,1,39.99998652653398,0.9999967744156433,8.706051151663452e-7,258.33639863158163
20,0.5,0.8,0,0,0,1,39.99999789859785,0.9999994968811051,1.3578142710191088e-7,258.3363769567342
25,0.5,0.8,0,0,0,1,39.999996020752484,0.9999994977133501,2.1943714884065102e-7,258.3363804788608
5,0.7,0.8,0,0,0,1,3.6058478362574053,0.5177833106582045,0.8931527466232974,96.89181383514749
10,0.7,0.8,0,0,0,1,9.12216929249897,0.9999407529312974,6.223629442198009e-5,267.8297771182451
15,0.7,0.8,0,0,0,1,39.99998652653398,0.9999967744393912,8.706051151663452e-7,258.3363990750877
20,0.7,0.8,0,0,0,1,39.99999789859785,0.999999496881683,1.3578142710191088e-7,258.33637695815156
25,0.7,0.8,0,0,0,1,39.99999783955007,0.9999994827273335,1.395979963847438e-7,258.3363770754751
5,0.9,0.8,0,0,0,1,1.7382426650178773,0.9999914316526848,3.3993782785346482e-6,48.051169875012306
10,0.9,0.8,0,0,0,1,9.122940752406176,0.9999874952886278,6.11234331404642e-6,267.8295145443582
15,0.9,0.8,0,0,0,1,39.99999784906357,0.9999994538485208,7.927950113062465e-8,258.3363769243581
20,0.9,0.8,0,0,0,1,39.99999793557858,0.9999994771247634,7.607716806523612e-8,258.3363769345417
25,0.9,0.8,0,0,0,1,39.99999793557872,0.9999994771247634,7.607716806523612e-8,258.3363769348084
5,0.3,1,0,0,0,1,6.661338147750939e-15,0.9999999999999998,1,52.5317391467584
10,0.3,1,0,0,0,1,39.99999999999999,0.9999999999999998,1,263.8973867113847
15,0.3,1,0,0,0,1,39.99999999999999,0.9999999999999998,1,263.8973867113847
20,0.3,1,0,0,0,1,39.99999999999999,0.9999999999999998,1,263.8973867113847
25,0.3,1,0,0,0,1,39.99999999999999,0.9999999999999998,1,263.8973867113847
5,0.5,1,0,0,0,1,6.661338147750939e-15,0.9999999999999998,1,52.5317391467584
10,0.5,1,0,0,0,1,39.99999999999999,0.9999999999999998,1,263.8973867113847
15,0.5,1,0,0,0,1,39.99999999999999,0.9999999999999998,1,263.8973867113847
20,0.5,1,0,0,0,1,39.99999999999999,0.9999999999999998,1,263.8973867113847
25,0.5,1,0,0,0,1,39.99999999999999,0.9999999999999998,1,263.8973867113847
5,0.7,1,0,0,0,1,6.661338147750939e-15,0.9999999999999998,1,52.5317391467584
10,0.7,1,0,0,0,1,39.99999999999999,0.9999999999999998,1,263.8973867113847
15,0.7,1,0,0,0,1,39.99999999999999,0.9999999999999998,1,263.8973867113847
20,0.7,1,0,0,0,1,39.99999999999999,0.9999999999999998,1,263.8973867113847
25,0.7,1,0,0,0,1,39.99999999999999,0.9999999999999998,1,263.8973867113847
5,0.9,1,0,0,0,1,6.661338147750939e-15,0.9999999999999998,1,52.5317391467584
10,0.9,1,0,0,0,1,39.99999999999999,0.9999999999999998,1,263.8973867113847
15,0.9,1,0,0,0,1,39.99999999999999,0.9999999999999998,1,263.8973867113847
20,0.9,1,0,0,0,1,39.99999999999999,0.9999999999999998,1,263.8973867113847
25,0.9,1,0,0,0,1,39.99999999999999,0.9999999999999998,1,263.8973867113847
