beta_0_init,f_1_init,f_2_init,dif,k,lambda_,xi_fit,f_1_fit,f_2_fit,beta_0_fit,nlogll
10,0.7,0.6,0.7142857142857143,0,0,0,1,0.7527806842844034,6.657820580231419,119.76086417211376
15,0.7,0.6,0.7142857142857143,0,0,0,0.9998194492225422,0.23857283931304826,39.940699278766886,116.85096224454142
20,0.7,0.6,0.7142857142857143,0,0,0,1,0.2382912878650274,40,116.84803036690575
25,0.7,0.6,0.7142857142857143,0,0,0,1,0.23828244577230825,40,116.84803036086458
30,0.7,0.6,0.7142857142857143,0,0,0,1,0.2383072825285114,40,116.84802965500693
35,0.7,0.6,0.7142857142857143,0,0,0,1,0.23828857464933004,40,116.84803036073036
5,0.9,0.6,0.7142857142857143,0,0,0,0.498065501357288,0.8033811985575507,4.19675315196722,107.27693943628312
10,0.9,0.6,0.7142857142857143,0,0,0,1,0.7462505796818213,6.733167624261492,119.751112341065
15,0.9,0.6,0.7142857142857143,0,0,0,1,0.2382909165452971,40,116.84802953674901
20,0.9,0.6,0.7142857142857143,0,0,0,1,0.23826311921679255,40,116.84802965527936
25,0.9,0.6,0.7142857142857143,0,0,0,1,0.23830718118670705,40,116.84802965384769
30,0.9,0.6,0.7142857142857143,0,0,0,1,0.2383129853813741,39.9999999350971,116.84802373135115
35,0.9,0.6,0.7142857142857143,0,0,0,1,0.23827007158401578,40,116.84802958790596
5,0.3,0.8,0.7142857142857143,0,0,0,0.4980068355078926,0.8040487720988496,4.196704632444941,107.27694542316863
10,0.3,0.8,0.7142857142857143,0,0,0,1,0.7463737871124916,6.734052422550755,119.75111267408148
15,0.3,0.8,0.7142857142857143,0,0,0,1,0.2383406536794317,40,116.8480303273932
20,0.3,0.8,0.7142857142857143,0,0,0,1,0.2382906889923409,40,116.84803036521522
25,0.3,0.8,0.7142857142857143,0,0,0,1,0.2382899675841958,40,116.84803036342183
30,0.3,0.8,0.7142857142857143,0,0,0,1,0.23828437180502995,40,116.84803035871505
35,0.3,0.8,0.7142857142857143,0,0,0,1,0.23824334325242702,40,116.8480299846384
5,0.5,0.8,0.7142857142857143,0,0,0,0.49815192757717464,0.8036404482983367,4.196773859360321,107.27693818296234
10,0.5,0.8,0.7142857142857143,0,0,0,1,0.7463118948828573,6.731935546305946,119.75110834668658
15,0.5,0.8,0.7142857142857143,0,0,0,1,0.23828923068331706,40,116.84803036187023
20,0.5,0.8,0.7142857142857143,0,0,0,1,0.2382784429210899,40,116.84802954018477
25,0.5,0.8,0.7142857142857143,0,0,0,1,0.23828950987874786,40,116.84802953308574
30,0.5,0.8,0.7142857142857143,0,0,0,1,0.23828970539343391,40,116.84803036283954
35,0.5,0.8,0.7142857142857143,0,0,0,1,0.23828607652231382,40,116.84802952846938
5,0.7,0.8,0.7142857142857143,0,0,0,0.49798237623447184,0.8035605196443221,4.197636488232224,107.27695517126543
10,0.7,0.8,0.7142857142857143,0,0,0,0.9999980446406942,0.7464170029443657,6.73868451598473,119.75117806594046
15,0.7,0.8,0.7142857142857143,0,0,0,0.9897872384962119,0.23201238365317867,39.85059110607982,116.89905454361451
20,0.7,0.8,0.7142857142857143,0,0,0,1,0.23829011522716353,40,116.84803036376385
25,0.7,0.8,0.7142857142857143,0,0,0,1,0.23827686996702468,40,116.84802954636814
30,0.7,0.8,0.7142857142857143,0,0,0,1,0.23828970539343391,40,116.84803036283954
35,0.7,0.8,0.7142857142857143,0,0,0,1,0.2383965466284723,39.99982507437183,116.84802841984221
5,0.9,0.8,0.7142857142857143,0,0,0,0.45733368217680337,1,4.211154731666717,108.4480193215852
10,0.9,0.8,0.7142857142857143,0,0,0,1,0.7461724012651247,6.734139457454166,119.75110708499864
15,0.9,0.8,0.7142857142857143,0,0,0,1,0.23827687114481255,40,116.84802954636304
20,0.9,0.8,0.7142857142857143,0,0,0,1,0.23828198692333885,40,116.84803036165911
25,0.9,0.8,0.7142857142857143,0,0,0,1,0.23828111247017214,40,116.84803036348455
30,0.9,0.8,0.7142857142857143,0,0,0,1,0.23828143013995168,40,116.84803036277681
35,0.9,0.8,0.7142857142857143,0,0,0,1,0.23828999251935015,40,116.8480303634815
5,0.3,1,0.7142857142857143,0,0,0,0.4980793109686229,0.8035870900789748,4.196765364490101,107.27693417532616
10,0.3,1,0.7142857142857143,0,0,0,1,0.7459337938123402,6.733669604732322,119.75110229737369
15,0.3,1,0.7142857142857143,0,0,0,1,0.23828220759649382,40,116.84803036126695
20,0.3,1,0.7142857142857143,0,0,0,1,0.23825804979536908,40,116.84802972027964
25,0.3,1,0.7142857142857143,0,0,0,1,0.23828847514824314,40,116.8480303605752
30,0.3,1,0.7142857142857143,0,0,0,0.9999775499500418,0.24168038031233857,39.947799520743025,116.85267471986941
35,0.3,1,0.7142857142857143,0,0,0,1,0.23826437476600767,40,116.84802964125019
5,0.5,1,0.7142857142857143,0,0,0,0.4980376774344404,0.8039583485171113,4.196149654640405,107.27695323034524
10,0.5,1,0.7142857142857143,0,0,0,1,0.7459746503758546,6.734110375938412,119.75111007993779
15,0.5,1,0.7142857142857143,0,0,0,1,0.23828907048740056,40,116.84803036157611
20,0.5,1,0.7142857142857143,0,0,0,1,0.23834768649294236,39.99999440007004,116.84802525899082
25,0.5,1,0.7142857142857143,0,0,0,1,0.23824798766056562,40,116.84802988897059
30,0.5,1,0.7142857142857143,0,0,0,1,0.2382462935657351,40,116.84802992256432
35,0.5,1,0.7142857142857143,0,0,0,1,0.23828155048705216,40,116.84803036252205
5,0.7,1,0.7142857142857143,0,0,0,0.4978856858032165,0.8037758937963728,4.197449683635762,107.27694898674388
10,0.7,1,0.7142857142857143,0,0,0,1,0.7459746503758546,6.734110375938412,119.75111007993779
15,0.7,1,0.7142857142857143,0,0,0,1,0.2382852631301856,40,116.8480303583735
20,0.7,1,0.7142857142857143,0,0,0,1,0.2382887065937524,39.99999879994718,116.8480235582408
25,0.7,1,0.7142857142857143,0,0,0,1,0.23829240632118695,40,116.84802954175136
30,0.7,1,0.7142857142857143,0,0,0,1,0.23828051105791148,40,116.84803036496977
35,0.7,1,0.7142857142857143,0,0,0,1,0.23827316653241037,40,116.84802956601061
5,0.9,1,0.7142857142857143,0,0,0,0.49784736330980667,0.8034003580955349,4.197409273598492,107.2769480837682
10,0.9,1,0.7142857142857143,0,0,0,1,0.7460036565884911,6.734201767042146,119.75111242735547
15,0.9,1,0.7142857142857143,0,0,0,1,0.23824809190602209,40,116.84802988695199
20,0.9,1,0.7142857142857143,0,0,0,1,0.23833290170194615,39.999911465926914,116.84802790991277
25,0.9,1,0.7142857142857143,0,0,0,1,0.23828105276713732,40,116.8480295327661
30,0.9,1,0.7142857142857143,0,0,0,1,0.23818028151174056,39.99991338969715,116.84802996624397
35,0.9,1,0.7142857142857143,0,0,0,1,0.23833934615347419,40,116.84803029016419
5,0.3,0.4,1,0,0,0,0.48887708563654625,0.8181211728704791,4.087150442491165,107.10398609808982
10,0.3,0.4,1,0,0,0,1,1,6.6679965142143685,120.96941773104011
15,0.3,0.4,1,0,0,0,1,0.23829183739068782,40,116.84802953970636
20,0.3,0.4,1,0,0,0,1,0.23828239264871098,40,116.8480303609479
25,0.3,0.4,1,0,0,0,1,0.2382927659723968,40,116.84802954313217
30,0.3,0.4,1,0,0,0,1,0.23833844722487346,40,116.84803108569253
35,0.3,0.4,1,0,0,0,1,0.2383149053410381,39.99998428528552,116.84802575705412
5,0.5,0.4,1,0,0,0,0.4438141676294897,1,4.089570978048931,108.07799994847011
10,0.5,0.4,1,0,0,0,1,0.7460461716252148,6.732592266661076,119.75110909139094
15,0.5,0.4,1,0,0,0,1,0.23828258103263594,40,116.8480303606505
20,0.5,0.4,1,0,0,0,1,0.23826549345496972,40,116.84802962943925
25,0.5,0.4,1,0,0,0,1,0.2382691329860539,40,116.84802959553204
30,0.5,0.4,1,0,0,0,1,0.23828719906463564,40,116.84802952930518
35,0.5,0.4,1,0,0,0,1,0.2382717940108755,40,116.84802957510585
5,0.7,0.4,1,0,0,0,0.48896590210654034,0.8178157106848963,4.087019439050375,107.10399353115555
10,0.7,0.4,1,0,0,0,1,1,6.66800916916757,120.96941773101169
15,0.7,0.4,1,0,0,0,0.9998443896480751,0.23819777880770865,39.99534503218745,116.84869504004628
20,0.7,0.4,1,0,0,0,1,0.2382886428749647,40,116.84802953134206
25,0.7,0.4,1,0,0,0,1,0.23827854703476856,40,116.84802953982182
30,0.7,0.4,1,0,0,0,0.9962803767067477,0.2443380201074974,39.76989409809899,116.87491201741616
35,0.7,0.4,1,0,0,0,1,0.23828891060878185,40,116.84803036128791
5,0.9,0.4,1,0,0,0,0.4888254316229324,0.8179298186897563,4.086688412349581,107.1039748763117
10,0.9,0.4,1,0,0,0,0.9999990757596293,0.7462517483188834,6.7325086449172185,119.751105784796
15,0.9,0.4,1,0,0,0,1,0.2382830134715227,40,116.84803036002666
20,0.9,0.4,1,0,0,0,1,0.23830111812495197,39.99996045756728,116.84802542521295
25,0.9,0.4,1,0,0,0,1,0.23828859765541732,40,116.84803036076288
30,0.9,0.4,1,0,0,0,0.9155588315500779,0.23791689917561926,40,117.13895553256549
35,0.9,0.4,1,0,0,0,0.9998500546950924,0.23836474801705368,40,116.84847706982583
5,0.3,0.6,1,0,0,0,0.4889523622978377,0.8178506454413493,4.087061801732864,107.10398552309209
10,0.3,0.6,1,0,0,0,1,0.7462261135410067,6.733198998707431,119.7511081310832
15,0.3,0.6,1,0,0,0,1,0.2382992158059027,40,116.84802957931332
20,0.3,0.6,1,0,0,0,1,0.2382490727428681,40,116.8480298682408
25,0.3,0.6,1,0,0,0,1,0.2382722257293603,39.999856415886015,116.84802624343706
30,0.3,0.6,1,0,0,0,1,0.23828964289807267,40,116.8480303627014
35,0.3,0.6,1,0,0,0,1,0.23826530770946816,40,116.84802963135685
5,0.5,0.6,1,0,0,0,0.44386270884690227,1,4.089603843597968,108.07799191799835
10,0.5,0.6,1,0,0,0,1,0.7460067223034079,6.7337100331417705,119.75110800880509
15,0.5,0.6,1,0,0,0,1,0.23828881057687692,40,116.84803036111701
20,0.5,0.6,1,0,0,0,1,0.23825664080545483,40,116.84802974072524
25,0.5,0.6,1,0,0,0,1,0.2382797904097509,40,116.84802953591281
30,0.5,0.6,1,0,0,0,0.9607560704389604,0.27610647245583514,32.162401593418494,117.46518045815051
35,0.5,0.6,1,0,0,0,1,0.23832186463132143,39.99998641916335,116.84802579700816
5,0.7,0.6,1,0,0,0,0.4887083501793523,0.8182388996058536,4.0866219751254285,107.10399396337749
10,0.7,0.6,1,0,0,0,0.9999687550924022,0.7458220764644679,6.736861935733417,119.75163409463269
15,0.7,0.6,1,0,0,0,0.9998194492225422,0.23857283931304826,39.938490198337945,116.85106791426578
20,0.7,0.6,1,0,0,0,1,0.2382492329777168,40,116.84802986523194
25,0.7,0.6,1,0,0,0,0.9489972609007186,0.23688249763977592,39.993711171147204,117.01627028968248
30,0.7,0.6,1,0,0,0,1,0.2383072825285114,40,116.84802965500693
35,0.7,0.6,1,0,0,0,1,0.23828857464933004,40,116.84803036073036
5,0.9,0.6,1,0,0,0,0.4887861148217829,0.8185283091320122,4.086477401881133,107.10397954260253
10,0.9,0.6,1,0,0,0,1,0.7462505796818213,6.733167624261492,119.751112341065
15,0.9,0.6,1,0,0,0,0.999935824073782,0.23801833997604088,39.99905774284858,116.84826994804547
20,0.9,0.6,1,0,0,0,1,0.23826311921679255,40,116.84802965527936
25,0.9,0.6,1,0,0,0,1,0.23830718118670705,40,116.84802965384769
30,0.9,0.6,1,0,0,0,1,0.2383129853813741,39.9999999350971,116.84802373135115
35,0.9,0.6,1,0,0,0,1,0.23827007158401578,40,116.84802958790596
5,0.3,0.8,1,0,0,0,0.4891666710351475,0.8180200245837261,4.08652236926377,107.10398752531394
10,0.3,0.8,1,0,0,0,1,0.7463737871124916,6.734052422550755,119.75111267408148
15,0.3,0.8,1,0,0,0,1,0.23825601990788237,40,116.84802975006181
20,0.3,0.8,1,0,0,0,1,0.23831969559570326,40,116.8480298375541
25,0.3,0.8,1,0,0,0,1,0.23823011016210863,39.999958259398,116.84802615864879
30,0.3,0.8,1,0,0,0,1,0.23828437180502995,40,116.84803035871505
35,0.3,0.8,1,0,0,0,1,0.23824334325242702,40,116.8480299846384
5,0.5,0.8,1,0,0,0,0.48861606279809644,0.8183181279185765,4.087692977325538,107.1039972398106
10,0.5,0.8,1,0,0,0,1,0.7463118948828573,6.731935546305946,119.75110834668658
15,0.5,0.8,1,0,0,0,1,0.23828923068331706,40,116.84803036187023
20,0.5,0.8,1,0,0,0,1,0.23828247751071624,40,116.84803036081395
25,0.5,0.8,1,0,0,0,1,0.23828950987874786,40,116.84802953308574
30,0.5,0.8,1,0,0,0,1,0.23828970539343391,40,116.84803036283954
35,0.5,0.8,1,0,0,0,1,0.2382758866450383,40,116.84802955088797
5,0.7,0.8,1,0,0,0,0.44381054720407487,1,4.089672882069403,108.0780089685592
10,0.7,0.8,1,0,0,0,1,0.7458787337380373,6.733668996565168,119.75110507621582
15,0.7,0.8,1,0,0,0,0.999954474840323,0.23550467560590677,39.980426414669175,116.85118890200695
20,0.7,0.8,1,0,0,0,1,0.23828157452048365,40,116.84803036247612
25,0.7,0.8,1,0,0,0,1,0.23827686996702468,40,116.84802954636814
30,0.7,0.8,1,0,0,0,1,0.23828970539343391,40,116.84803036283954
35,0.7,0.8,1,0,0,0,1,0.2383965466284723,39.99982507437183,116.84802841984221
5,0.9,0.8,1,0,0,0,0.48924366248314055,0.8181520422784505,4.086611896922923,107.10398318623295
10,0.9,0.8,1,0,0,0,1,0.7461724012651247,6.734139457454166,119.75110708499864
15,0.9,0.8,1,0,0,0,1,0.23827687114481255,40,116.84802954636304
20,0.9,0.8,1,0,0,0,1,0.23828198692333885,40,116.84803036165911
25,0.9,0.8,1,0,0,0,1,0.23828111247017214,40,116.84803036348455
30,0.9,0.8,1,0,0,0,1,0.23828143013995168,40,116.84803036277681
35,0.9,0.8,1,0,0,0,1,0.23828999251935015,40,116.8480303634815
5,0.3,1,1,0,0,0,0.48886951619446334,0.8181195459274362,4.08723925127499,107.10398990780588
10,0.3,1,1,0,0,0,1,0.7462448038624909,6.734350841798518,119.75111355454769
15,0.3,1,1,0,0,0,1,0.23828220759649382,40,116.84803036126695
20,0.3,1,1,0,0,0,1,0.23825804979536908,40,116.84802972027964
25,0.3,1,1,0,0,0,1,0.23828847514824314,40,116.8480303605752
30,0.3,1,1,0,0,0,1,0.23832787825749194,39.999954991906314,116.84802601202256
35,0.3,1,1,0,0,0,1,0.23802674609537924,40,116.8480478641562
5,0.5,1,1,0,0,0,0.48886419758424604,0.8180905433866135,4.086912362518913,107.10396687977222
10,0.5,1,1,0,0,0,1,0.7459746503758546,6.734110375938412,119.75111007993779
15,0.5,1,1,0,0,0,1,0.23828907048740056,40,116.84803036157611
20,0.5,1,1,0,0,0,1,0.23834768649294236,39.99999440007004,116.84802525899082
25,0.5,1,1,0,0,0,1,0.23824798766056562,40,116.84802988897059
30,0.5,1,1,0,0,0,1,0.2382462935657351,40,116.84802992256432
35,0.5,1,1,0,0,0,1,0.23828155048705216,40,116.84803036252205
5,0.7,1,1,0,0,0,0.4887847854478593,0.8180973842510966,4.086858078409991,107.1039889177558
10,0.7,1,1,0,0,0,1,0.7459746503758546,6.734110375938412,119.75111007993779
15,0.7,1,1,0,0,0,1,0.2382852631301856,40,116.8480303583735
20,0.7,1,1,0,0,0,1,0.2382887065937524,39.99999879994718,116.8480235582408
25,0.7,1,1,0,0,0,1,0.23829240632118695,40,116.84802954175136
30,0.7,1,1,0,0,0,1,0.23828051105791148,40,116.84803036496977
35,0.7,1,1,0,0,0,1,0.23827316653241037,40,116.84802956601061
5,0.9,1,1,0,0,0,0.4884929991492535,0.8189206541340881,4.086975872316653,107.10399861101614
10,0.9,1,1,0,0,0,1,0.7460036565884911,6.734201767042146,119.75111242735547
15,0.9,1,1,0,0,0,1,0.23824809190602209,40,116.84802988695199
20,0.9,1,1,0,0,0,1,0.23833290170194615,39.999911465926914,116.84802790991277
25,0.9,1,1,0,0,0,1,0.23828105276713732,40,116.8480295327661
30,0.9,1,1,0,0,0,1,0.23818028151174056,39.99991338969715,116.84802996624397
35,0.9,1,1,0,0,0,1,0.23833934615347419,40,116.84803029016419
